None,date,ticker,adj_close
1050,2017-10-23,AMZN,966.3
1051,2017-10-20,AMZN,982.91
1052,2017-10-19,AMZN,986.61
1053,2017-10-18,AMZN,997.0
1054,2017-10-17,AMZN,1009.13
1055,2017-10-16,AMZN,1006.34
1056,2017-10-13,AMZN,1002.94
1057,2017-10-12,AMZN,1000.93
1058,2017-10-11,AMZN,995.0
1059,2017-10-10,AMZN,987.2
1060,2017-10-09,AMZN,990.99
1061,2017-10-06,AMZN,989.58
1062,2017-10-05,AMZN,980.85
1063,2017-10-04,AMZN,965.45
1064,2017-10-03,AMZN,957.1
1065,2017-10-02,AMZN,959.19
1066,2017-09-29,AMZN,961.35
1067,2017-09-28,AMZN,956.4
1068,2017-09-27,AMZN,950.87
1069,2017-09-26,AMZN,938.6
1070,2017-09-25,AMZN,939.79
1071,2017-09-22,AMZN,955.1
1072,2017-09-21,AMZN,964.65
1073,2017-09-20,AMZN,973.21
1074,2017-09-19,AMZN,969.86
1075,2017-09-18,AMZN,974.19
1076,2017-09-15,AMZN,986.79
1077,2017-09-14,AMZN,992.21
1078,2017-09-13,AMZN,999.6
1079,2017-09-12,AMZN,982.58
1080,2017-09-11,AMZN,977.96
1081,2017-09-08,AMZN,965.9
1082,2017-09-07,AMZN,979.47
1083,2017-09-06,AMZN,967.8
1084,2017-09-05,AMZN,965.27
1085,2017-09-01,AMZN,978.25
1086,2017-08-31,AMZN,980.6
1087,2017-08-30,AMZN,967.59
1088,2017-08-29,AMZN,954.06
1089,2017-08-28,AMZN,946.02
1090,2017-08-25,AMZN,945.26
1091,2017-08-24,AMZN,952.45
1092,2017-08-23,AMZN,958.0
1093,2017-08-22,AMZN,966.9
1094,2017-08-21,AMZN,953.29
1095,2017-08-18,AMZN,958.47
1096,2017-08-17,AMZN,960.57
1097,2017-08-16,AMZN,978.18
1098,2017-08-15,AMZN,982.74
1099,2017-08-14,AMZN,983.3
1100,2017-08-11,AMZN,967.99
1101,2017-08-10,AMZN,956.92
1102,2017-08-09,AMZN,982.01
1103,2017-08-08,AMZN,989.84
1104,2017-08-04,AMZN,987.58
1105,2017-08-03,AMZN,986.92
1106,2017-08-02,AMZN,995.89
1107,2017-08-01,AMZN,996.19
1108,2017-07-31,AMZN,987.78
1109,2017-07-28,AMZN,1020.04
1110,2017-07-27,AMZN,1046.0
1111,2017-07-26,AMZN,1052.8
1112,2017-07-25,AMZN,1039.87
1113,2017-07-24,AMZN,1038.95
1114,2017-07-21,AMZN,1025.67
1115,2017-07-20,AMZN,1028.7
1116,2017-07-19,AMZN,1026.87
1117,2017-07-18,AMZN,1024.38
1118,2017-07-17,AMZN,1010.04
1119,2017-07-14,AMZN,1001.81
1120,2017-07-13,AMZN,999.855
1121,2017-07-12,AMZN,1006.51
1122,2017-07-11,AMZN,994.13
1123,2017-07-10,AMZN,996.47
1124,2017-07-07,AMZN,978.76
1125,2017-07-06,AMZN,965.14
1126,2017-07-05,AMZN,971.4
1127,2017-07-03,AMZN,953.66
1128,2017-06-30,AMZN,968.0
1129,2017-06-29,AMZN,975.93
1130,2017-06-28,AMZN,990.33
1131,2017-06-27,AMZN,976.78
1132,2017-06-26,AMZN,993.98
1133,2017-06-23,AMZN,1003.74
1134,2017-06-22,AMZN,1001.3
1135,2017-06-21,AMZN,1002.23
1136,2017-06-20,AMZN,992.59
1137,2017-06-19,AMZN,995.17
1138,2017-06-16,AMZN,987.71
1139,2017-06-15,AMZN,964.17
1140,2017-06-14,AMZN,976.47
1141,2017-06-13,AMZN,980.79
1142,2017-06-12,AMZN,964.83
1143,2017-06-09,AMZN,978.31
1144,2017-06-08,AMZN,1009.94
1145,2017-06-07,AMZN,1010.07
1146,2017-06-06,AMZN,1002.97
1147,2017-06-05,AMZN,1011.34
1148,2017-06-02,AMZN,1006.73
1149,2017-06-01,AMZN,995.95
1150,2017-05-31,AMZN,994.62
1151,2017-05-30,AMZN,996.7
1152,2017-05-26,AMZN,995.78
1153,2017-05-25,AMZN,993.38
1154,2017-05-24,AMZN,980.35
1155,2017-05-23,AMZN,971.54
1156,2017-05-22,AMZN,970.7
1157,2017-05-19,AMZN,959.84
1158,2017-05-18,AMZN,958.49
1159,2017-05-17,AMZN,944.52
1160,2017-05-16,AMZN,966.07
1161,2017-05-15,AMZN,957.97
1162,2017-05-12,AMZN,961.35
1163,2017-05-11,AMZN,947.62
1164,2017-05-10,AMZN,948.95
1165,2017-05-09,AMZN,952.82
1166,2017-05-08,AMZN,949.04
1167,2017-05-05,AMZN,934.15
1168,2017-05-04,AMZN,937.53
1169,2017-05-03,AMZN,941.03
1170,2017-05-02,AMZN,946.68
1171,2017-05-01,AMZN,948.43
1172,2017-04-28,AMZN,924.99
1173,2017-04-27,AMZN,918.76
1174,2017-04-26,AMZN,909.29
1175,2017-04-25,AMZN,907.62
1176,2017-04-24,AMZN,907.41
1177,2017-04-21,AMZN,898.53
1178,2017-04-20,AMZN,902.06
1179,2017-04-19,AMZN,899.2
1180,2017-04-18,AMZN,903.78
1181,2017-04-17,AMZN,901.99
1182,2017-04-13,AMZN,884.67
1183,2017-04-12,AMZN,896.23
1184,2017-04-11,AMZN,902.36
1185,2017-04-10,AMZN,907.04
1186,2017-04-07,AMZN,894.88
1187,2017-04-06,AMZN,898.28
1188,2017-04-05,AMZN,909.28
1189,2017-04-04,AMZN,906.83
1190,2017-04-03,AMZN,891.51
1191,2017-03-31,AMZN,886.54
1192,2017-03-30,AMZN,876.34
1193,2017-03-29,AMZN,874.32
1194,2017-03-28,AMZN,856.0
1195,2017-03-27,AMZN,846.82
1196,2017-03-24,AMZN,845.61
1197,2017-03-23,AMZN,847.38
1198,2017-03-22,AMZN,848.06
1199,2017-03-21,AMZN,843.2
1200,2017-03-20,AMZN,856.97
1201,2017-03-17,AMZN,852.31
1202,2017-03-16,AMZN,853.42
1203,2017-03-15,AMZN,852.97
1204,2017-03-14,AMZN,852.53
1205,2017-03-13,AMZN,854.59
1206,2017-03-10,AMZN,852.46
1207,2017-03-09,AMZN,853.0
1208,2017-03-08,AMZN,850.5
1209,2017-03-07,AMZN,846.02
1210,2017-03-06,AMZN,846.61
1211,2017-03-03,AMZN,849.88
1212,2017-03-02,AMZN,848.91
1213,2017-03-01,AMZN,853.08
